,name,Worldwide_Box_Office,number_of_movies,average_box,link
7277,First Birthday Productions,"$38,578",1,"$40,294",https://www.the-numbers.com/movies/production-company/First-Birthday-Productions
7278,Baird Films,"$38,510",3,"$907,832",https://www.the-numbers.com/movies/production-company/Baird-Films
7279,DBC Productions LLC,"$38,492",1,"$38,492",https://www.the-numbers.com/movies/production-company/DBC-Productions-LLC
7280,Fugitive Films,"$38,419",1,"$38,419",https://www.the-numbers.com/movies/production-company/Fugitive-Films
7281,Spitting Cobra Films,"$38,419",1,"$38,419",https://www.the-numbers.com/movies/production-company/Spitting-Cobra-Films
7282,Humorous Films,"$38,419",1,"$38,419",https://www.the-numbers.com/movies/production-company/Humorous-Films
7283,Group Films,"$38,361",1,"$38,361",https://www.the-numbers.com/movies/production-company/Group-Films
7284,Razorwire Films,"$38,361",1,"$38,361",https://www.the-numbers.com/movies/production-company/Razorwire-Films
7285,Juvee,"$38,263",5,"$38,263",https://www.the-numbers.com/movies/production-company/Juvee
7286,Chickflicks,"$38,263",1,"$38,263",https://www.the-numbers.com/movies/production-company/Chickflicks
7287,108 Production,"$38,261",1,"$38,261",https://www.the-numbers.com/movies/production-company/108-Production
7288,Soapbox Films,"$38,239",6,"$125,143",https://www.the-numbers.com/movies/production-company/Soapbox-Films
7289,Qunicy Hill Films,"$38,151",1,"$38,151",https://www.the-numbers.com/movies/production-company/Qunicy-Hill-Films
7290,Canonigo Films,"$38,100",1,"$2,756,875",https://www.the-numbers.com/movies/production-company/Canonigo-Films
7291,Capacity Pictures,"$38,100",1,"$2,756,875",https://www.the-numbers.com/movies/production-company/Capacity-Pictures
7292,Birdjail,"$38,083",1,"$38,083",https://www.the-numbers.com/movies/production-company/Birdjail
7293,Pegasus Taihe Entertainment,"$37,884",2,"$38,490,865",https://www.the-numbers.com/movies/production-company/Pegasus-Taihe-Entertainment
7294,The Belgian Federal Government,"$37,858",1,"$1,288,930",https://www.the-numbers.com/movies/production-company/Belgian-Federal-Government-The
7295,The Nord Pas De Calais Region,"$37,858",1,"$1,288,930",https://www.the-numbers.com/movies/production-company/Nord-Pas-De-Calais-Region-The
7296,The Centre National Du Cine,"$37,858",1,"$1,288,930",https://www.the-numbers.com/movies/production-company/Centre-National-Du-Cine-The
7297,Appaloosa Distribution,"$37,858",1,"$1,288,930",https://www.the-numbers.com/movies/production-company/Appaloosa-Distribution
7298,HFG,"$37,788",1,"$37,788",https://www.the-numbers.com/movies/production-company/HFG
7299,Street Legal Cinema,"$37,731",1,"$37,731",https://www.the-numbers.com/movies/production-company/Street-Legal-Cinema
7300,Prison Radio,"$37,731",1,"$37,731",https://www.the-numbers.com/movies/production-company/Prison-Radio
7301,Magic Films,"$37,710",2,"$37,710",https://www.the-numbers.com/movies/production-company/Magic-Films
7302,Big Ears Productions,"$37,710",1,"$37,710",https://www.the-numbers.com/movies/production-company/Big-Ears-Productions
7303,Gratis 7 Media Group,"$37,673",1,"$50,796",https://www.the-numbers.com/movies/production-company/Gratis-7-Media-Group
7304,MEDIA Program   ,"$37,626",1,"$920,307",https://www.the-numbers.com/movies/production-company/MEDIA-Program
7305,Region Haute-Normandie,"$37,626",1,"$920,307",https://www.the-numbers.com/movies/production-company/Region-Haute-Normandie
7306,Indefilms 4,"$37,626",1,"$920,307",https://www.the-numbers.com/movies/production-company/Indefilms-4
7307,Dorian Media,"$37,516",1,"$37,516",https://www.the-numbers.com/movies/production-company/Dorian-Media
7308,Factory 25,"$37,191",6,"$37,191",https://www.the-numbers.com/movies/production-company/Factory-25
7309,Production Company Productions,"$37,191",1,"$37,191",https://www.the-numbers.com/movies/production-company/Production-Company-Productions
7310,Wigwam Films,"$37,135",3,"$176,059",https://www.the-numbers.com/movies/production-company/Wigwam-Films
7311,SF Studios,"$37,127",4,"$1,993,008",https://www.the-numbers.com/movies/production-company/SF-Studios
7312,See Pictures,"$37,109",4,"$5,996,299",https://www.the-numbers.com/movies/production-company/See-Pictures
7313,Great Southern Development Commission,"$37,109",1,"$3,243,312",https://www.the-numbers.com/movies/production-company/Great-Southern-Development-Commission
7314,Windalong,"$37,109",1,"$3,243,312",https://www.the-numbers.com/movies/production-company/Windalong
7315,Les Films sur Mesure,"$37,108",1,"$6,939,122",https://www.the-numbers.com/movies/production-company/Les-Films-sur-Mesure
7316,GV Productions,"$37,108",1,"$6,939,122",https://www.the-numbers.com/movies/production-company/GV-Productions
7317,My Accomplice,"$37,012",2,"$1,100,088",https://www.the-numbers.com/movies/production-company/My-Accomplice
7318,Gizmo Films,"$37,012",4,"$916,884",https://www.the-numbers.com/movies/production-company/Gizmo-Films
7319,Kulture Machine,"$36,884",1,"$3,587,191",https://www.the-numbers.com/movies/production-company/Kulture-Machine
7320,Durga Entertainment,"$36,838",2,"$36,838",https://www.the-numbers.com/movies/production-company/Durga-Entertainment
7321,Speculative Pictures,"$36,838",1,"$36,838",https://www.the-numbers.com/movies/production-company/Speculative-Pictures
7322,Mazovia Film Fund,"$36,811",2,"$191,033",https://www.the-numbers.com/movies/production-company/Mazovia-Film-Fund
7323,Unclaimed Freight,"$36,746",2,"$36,746",https://www.the-numbers.com/movies/production-company/Unclaimed-Freight
7324,Meddin Studios,"$36,746",1,"$36,746",https://www.the-numbers.com/movies/production-company/Meddin-Studios
7325,Mesee Rodin,"$36,720",1,"$2,361,921",https://www.the-numbers.com/movies/production-company/Mesee-Rodin
7326,Les Film Du Lendemain,"$36,720",1,"$2,361,921",https://www.the-numbers.com/movies/production-company/Les-Film-Du-Lendemain
7327,DMP,"$36,693",1,"$42,815",https://www.the-numbers.com/movies/production-company/DMP
7328,Rabinowitz Fund,"$36,693",1,"$42,815",https://www.the-numbers.com/movies/production-company/Rabinowitz-Fund
7329,Masters Media Group,"$36,633",1,"$36,633",https://www.the-numbers.com/movies/production-company/Masters-Media-Group
7330,Industry Entertainment,"$36,523",5,"$36,523",https://www.the-numbers.com/movies/production-company/Industry-Entertainment
7331,Tax Credit Finance,"$36,474",2,"$36,474",https://www.the-numbers.com/movies/production-company/Tax-Credit-Finance
7332,Rumur,"$36,470",2,"$36,470",https://www.the-numbers.com/movies/production-company/Rumur
7333,Noori Pictures,"$36,446",2,"$125,783",https://www.the-numbers.com/movies/production-company/Noori-Pictures
7334,Camp Greay Productions,"$36,336",2,"$6,328,516",https://www.the-numbers.com/movies/production-company/Camp-Greay-Productions
7335,Making Film,"$36,278",4,"$90,855",https://www.the-numbers.com/movies/production-company/Making-Film
7336,Sparkwater India,"$36,228",1,"$51,785",https://www.the-numbers.com/movies/production-company/Sparkwater-India
7337,Telemadrid,"$36,205",2,"$533,728",https://www.the-numbers.com/movies/production-company/Telemadrid
7338,RTV  ,"$36,205",2,"$184,092",https://www.the-numbers.com/movies/production-company/RTV
7339,Hampa Studio,"$36,205",1,"$184,092",https://www.the-numbers.com/movies/production-company/Hampa-Studio
7340,Canal Extremadura,"$36,205",1,"$184,092",https://www.the-numbers.com/movies/production-company/Canal-Extremadura
7341,AragÃ³n TV,"$36,205",1,"$184,092",https://www.the-numbers.com/movies/production-company/Aragon-TV
7342,Sygnatia,"$36,205",1,"$184,092",https://www.the-numbers.com/movies/production-company/Sygnatia
7343,2DF,"$36,205",1,"$184,092",https://www.the-numbers.com/movies/production-company/2DF
7344,The Glow,"$36,205",1,"$184,092",https://www.the-numbers.com/movies/production-company/Glow-The
7345,JSL Films,"$36,056",1,"$36,056",https://www.the-numbers.com/movies/production-company/JSL-Films
7346,Bavaria Film Partners,"$36,046",2,"$3,631,623",https://www.the-numbers.com/movies/production-company/Bavaria-Film-Partners
7347,"Kill Me Deadly, LLC","$36,027",1,"$36,027",https://www.the-numbers.com/movies/production-company/Kill-Me-Deadly-LLC
7348,Young Bwark,"$35,955",1,"$86,051,320",https://www.the-numbers.com/movies/production-company/Young-Bwark
7349,Altitude Film Sales,"$35,866",4,"$548,185",https://www.the-numbers.com/movies/production-company/Altitude-Film-Sales
7350,Pistachio Pictures,"$35,866",1,"$35,866",https://www.the-numbers.com/movies/production-company/Pistachio-Pictures
7351,All Rites Reserved,"$35,838",2,"$37,481",https://www.the-numbers.com/movies/production-company/All-Rites-Reserved
7352,Exponential Media,"$35,826",2,"$9,422,519",https://www.the-numbers.com/movies/production-company/Exponential-Media
7353,Light Cone Pictures,"$35,757",1,"$35,757",https://www.the-numbers.com/movies/production-company/Light-Cone-Pictures
7354,Voila Films,"$35,757",1,"$35,757",https://www.the-numbers.com/movies/production-company/Voila-Films
7355,Eight and a Half Studios,"$35,757",1,"$35,757",https://www.the-numbers.com/movies/production-company/Eight-and-a-Half-Studios
7356,Novi Film,"$35,757",1,"$35,757",https://www.the-numbers.com/movies/production-company/Novi-Film
7357,The House of John Films,"$35,750",1,"$35,750",https://www.the-numbers.com/movies/production-company/House-of-John-Films-The
7358,Point Park University,"$35,688",1,"$35,688",https://www.the-numbers.com/movies/production-company/Point-Park-University
7359,Steeltown Entertainment,"$35,688",1,"$35,688",https://www.the-numbers.com/movies/production-company/Steeltown-Entertainment
7360,Fondo Sardegna Ospitalita,"$35,613",2,"$9,312,381",https://www.the-numbers.com/movies/production-company/Fondo-Sardegna-Ospitalita
7361,Fondo Filming Olbia,"$35,613",2,"$9,312,381",https://www.the-numbers.com/movies/production-company/Fondo-Filming-Olbia
7362,Progetto Cofinanziato DallâUnione Europea,"$35,613",2,"$9,312,381",https://www.the-numbers.com/movies/production-company/Progetto-Cofinanziato-DallUnione-Europea
7363,Nero Films A.G.,"$35,566",3,"$35,566",https://www.the-numbers.com/movies/production-company/Nero-Films-A-G
7364,World Record Headquarters,"$35,555",1,"$35,555",https://www.the-numbers.com/movies/production-company/World-Record-Headquarters
7365,Box Productions,"$35,463",4,"$1,117,054",https://www.the-numbers.com/movies/production-company/Box-Productions
7366,Corner of the Cave Media,"$35,431",1,"$35,431",https://www.the-numbers.com/movies/production-company/Corner-of-the-Cave-Media
7367,Cine8,"$35,322",1,"$282,460",https://www.the-numbers.com/movies/production-company/Cine8
7368,CHAZ Productions,"$35,322",1,"$282,460",https://www.the-numbers.com/movies/production-company/CHAZ-Productions
7369,la Region Limousin,"$35,322",1,"$282,460",https://www.the-numbers.com/movies/production-company/la-Region-Limousin
7370,Sigma Vog,"$35,321",1,"$35,321",https://www.the-numbers.com/movies/production-company/Sigma-Vog
7371,Quixotic Road,"$35,312",2,"$35,312",https://www.the-numbers.com/movies/production-company/Quixotic-Road
7372,EMedia Films   ,"$35,312",1,"$35,312",https://www.the-numbers.com/movies/production-company/EMedia-Films
7373,Land Niederoesterreich,"$35,192",3,"$763,157",https://www.the-numbers.com/movies/production-company/Land-Niederoesterreich
7374,Arizona Productions BNT,"$35,179",2,"$547,766",https://www.the-numbers.com/movies/production-company/Arizona-Productions-BNT
7375,42Film,"$35,179",1,"$119,298",https://www.the-numbers.com/movies/production-company/42Film
7376,The Teacher Salary Project,"$35,148",1,"$35,148",https://www.the-numbers.com/movies/production-company/Teacher-Salary-Project-The
7377,Sin Sentido Films,"$35,048",2,"$472,829",https://www.the-numbers.com/movies/production-company/Sin-Sentido-Films
7378,Lulu Producciones,"$35,048",1,"$35,048",https://www.the-numbers.com/movies/production-company/Lulu-Producciones
7379,Axiom Films,"$35,048",1,"$35,048",https://www.the-numbers.com/movies/production-company/Axiom-Films
7380,Bonita Films,"$35,048",1,"$35,048",https://www.the-numbers.com/movies/production-company/Bonita-Films
7381,Imprint Pictures,"$35,019",2,"$35,019",https://www.the-numbers.com/movies/production-company/Imprint-Pictures
7382,Fallout Entertainment,"$35,017",1,"$1,392,649",https://www.the-numbers.com/movies/production-company/Fallout-Entertainment
7383,Media Service Corporation,"$35,017",1,"$1,392,649",https://www.the-numbers.com/movies/production-company/Media-Service-Corporation
7384,One in a Row Films,"$35,017",1,"$1,392,649",https://www.the-numbers.com/movies/production-company/One-in-a-Row-Films
7385,Heartheaded Productions,"$34,793",1,"$146,937",https://www.the-numbers.com/movies/production-company/Heartheaded-Productions
7386,Nifty Pictures,"$34,793",1,"$146,937",https://www.the-numbers.com/movies/production-company/Nifty-Pictures
7387,Standalone Productions,"$34,793",1,"$146,937",https://www.the-numbers.com/movies/production-company/Standalone-Productions
7388,Sunny Side Up,"$34,768",1,"$34,768",https://www.the-numbers.com/movies/production-company/Sunny-Side-Up
7389,Light Chaser Animation Studios,"$34,730",1,"$68,364,730",https://www.the-numbers.com/movies/production-company/Light-Chaser-Animation-Studios
7390,Thomas Tull,"$34,665",1,"$34,665",https://www.the-numbers.com/movies/production-company/Thomas-Tull
7391,Ever Green Pictures,"$34,630",1,"$34,630",https://www.the-numbers.com/movies/production-company/Ever-Green-Pictures
7392,Fraydun Productions,"$34,563",1,"$34,563",https://www.the-numbers.com/movies/production-company/Fraydun-Productions
7393,Eurowide Film Prod,"$34,525",1,"$34,525",https://www.the-numbers.com/movies/production-company/Eurowide-Film-Prod
7394,Kiarostami Foundation,"$34,483",1,"$37,046",https://www.the-numbers.com/movies/production-company/Kiarostami-Foundation
7395,Logie Pictures,"$34,411",1,"$9,114,264",https://www.the-numbers.com/movies/production-company/Logie-Pictures
7396,NFB,"$34,404",2,"$48,229",https://www.the-numbers.com/movies/production-company/NFB
7397,Rogues Gallery Productions,"$34,366",1,"$34,366",https://www.the-numbers.com/movies/production-company/Rogues-Gallery-Productions
7398,VGTV,"$34,313",4,"$163,693",https://www.the-numbers.com/movies/production-company/VGTV
7399,Filmfonds Wien,"$34,293",3,"$762,258",https://www.the-numbers.com/movies/production-company/Filmfonds-Wien
7400,Paloma Negra Films,"$34,282",2,"$77,563",https://www.the-numbers.com/movies/production-company/Paloma-Negra-Films
7401,Gemini Pictures,"$34,249",1,"$34,249",https://www.the-numbers.com/movies/production-company/Gemini-Pictures
7402,Signe Baumane Studio,"$34,236",1,"$34,236",https://www.the-numbers.com/movies/production-company/Signe-Baumane-Studio
7403,Screen Territory,"$34,193",1,"$5,821,137",https://www.the-numbers.com/movies/production-company/Screen-Territory
7404,Pork Chop,"$34,193",1,"$5,821,137",https://www.the-numbers.com/movies/production-company/Pork-Chop
7405,Tight Ship Productions,"$34,025",1,"$34,025",https://www.the-numbers.com/movies/production-company/Tight-Ship-Productions
7406,Sundream Motion Pictures Ltd.,"$33,976",1,"$10,519,963",https://www.the-numbers.com/movies/production-company/Sundream-Motion-Pictures-Ltd
7407,Nite Fix Productions,"$33,901",1,"$33,901",https://www.the-numbers.com/movies/production-company/Nite-Fix-Productions
7408,Mattioli Productions,"$33,901",1,"$33,901",https://www.the-numbers.com/movies/production-company/Mattioli-Productions
7409,Vermilion Films,"$33,841",1,"$33,841",https://www.the-numbers.com/movies/production-company/Vermilion-Films
7410,Bay Bridge Productions,"$33,817",2,"$33,817",https://www.the-numbers.com/movies/production-company/Bay-Bridge-Productions
7411,Asia Film Investment Group,"$33,816",1,"$448,949",https://www.the-numbers.com/movies/production-company/Asia-Film-Investment-Group
7412,Fit Via Fi Films,"$33,765",1,"$34,049",https://www.the-numbers.com/movies/production-company/Fit-Via-Fi-Films
7413,Le CNC,"$33,760",2,"$3,830,450",https://www.the-numbers.com/movies/production-company/Le-CNC
7414,Rotor Film,"$33,713",2,"$677,196",https://www.the-numbers.com/movies/production-company/Rotor-Film
7415,Akson Studio,"$33,443",2,"$1,416,871",https://www.the-numbers.com/movies/production-company/Akson-Studio
7416,NINA   ,"$33,443",1,"$985,351",https://www.the-numbers.com/movies/production-company/NINA
7417,PISF,"$33,443",1,"$985,351",https://www.the-numbers.com/movies/production-company/PISF
7418,VP,"$33,443",1,"$985,351",https://www.the-numbers.com/movies/production-company/VP
7419,Haslund Films,"$33,416",1,"$33,416",https://www.the-numbers.com/movies/production-company/Haslund-Films
7420,Tandem Pictures,"$33,344",4,"$56,772",https://www.the-numbers.com/movies/production-company/Tandem-Pictures
7421,Turkish Radio TV Corp.,"$33,326",2,"$1,755,566",https://www.the-numbers.com/movies/production-company/Turkish-Radio-TV-Corp
7422,Zeyno Film,"$33,326",2,"$1,755,566",https://www.the-numbers.com/movies/production-company/Zeyno-Film
7423,Sisters and Brother Mitevski,"$33,326",1,"$1,696,386",https://www.the-numbers.com/movies/production-company/Sisters-and-Brother-Mitevski
7424,Produkcija Sarajevo,"$33,326",1,"$1,696,386",https://www.the-numbers.com/movies/production-company/Produkcija-Sarajevo
7425,Production 2006,"$33,326",1,"$1,696,386",https://www.the-numbers.com/movies/production-company/Production-2006
7426,Nu-Look Yapim,"$33,326",1,"$1,696,386",https://www.the-numbers.com/movies/production-company/Nu-Look-Yapim
7427,Film Foundation Sarajevo,"$33,326",1,"$1,696,386",https://www.the-numbers.com/movies/production-company/Film-Foundation-Sarajevo
7428,Kale Grubu,"$33,326",1,"$1,696,386",https://www.the-numbers.com/movies/production-company/Kale-Grubu
7429,MPA APSA Academy Film Fund,"$33,326",1,"$1,696,386",https://www.the-numbers.com/movies/production-company/MPA-APSA-Academy-Film-Fund
7430,RFF International,"$33,326",1,"$1,696,386",https://www.the-numbers.com/movies/production-company/RFF-International
7431,Turkish Ministry of Culture and Tourism,"$33,326",1,"$1,696,386",https://www.the-numbers.com/movies/production-company/Turkish-Ministry-of-Culture-and-Tourism
7432,Rainy Day Films,"$33,260",2,"$3,660,636",https://www.the-numbers.com/movies/production-company/Rainy-Day-Films
7433,Sarah Radclyffe Productions,"$33,260",1,"$3,238,922",https://www.the-numbers.com/movies/production-company/Sarah-Radclyffe-Productions
7434,Ningxia Film Studio,"$33,212",1,"$118,528,842",https://www.the-numbers.com/movies/production-company/Ningxia-Film-Studio
7435,"Dinglongda International Culture Media Co., Ltd.","$33,212",1,"$118,528,842",https://www.the-numbers.com/movies/production-company/Dinglongda-International-Culture-Media-Co-Ltd
7436,Heart Sleeve Productions,"$33,170",1,"$107,942",https://www.the-numbers.com/movies/production-company/Heart-Sleeve-Productions
7437,Eclectik Vision,"$33,170",1,"$107,942",https://www.the-numbers.com/movies/production-company/Eclectik-Vision
7438,Master Movies,"$33,125",1,"$1,724,705",https://www.the-numbers.com/movies/production-company/Master-Movies
7439,Alone in Berlin Ltd,"$33,125",1,"$1,724,705",https://www.the-numbers.com/movies/production-company/Alone-in-Berlin-Ltd
7440,Dreamland Studios,"$33,036",2,"$38,403",https://www.the-numbers.com/movies/production-company/Dreamland-Studios
7441,PDD,"$33,024",1,"$33,024",https://www.the-numbers.com/movies/production-company/PDD
7442,A Reel Inheritance Films,"$33,024",1,"$33,024",https://www.the-numbers.com/movies/production-company/Reel-Inheritance-Films-A
7443,KGB Films,"$32,934",1,"$32,934",https://www.the-numbers.com/movies/production-company/KGB-Films
7444,Phiphen Pictures,"$32,934",1,"$32,934",https://www.the-numbers.com/movies/production-company/Phiphen-Pictures
7445,Plain Jane Pictures,"$32,934",1,"$32,934",https://www.the-numbers.com/movies/production-company/Plain-Jane-Pictures
7446,Nazira Films,"$32,869",1,"$32,869",https://www.the-numbers.com/movies/production-company/Nazira-Films
7447,Tagline Pictures,"$32,839",2,"$146,432",https://www.the-numbers.com/movies/production-company/Tagline-Pictures
7448,Limor Shmila,"$32,828",1,"$290,835",https://www.the-numbers.com/movies/production-company/Limor-Shmila
7449,BDI Films Inc,"$32,766",1,"$359,295,591",https://www.the-numbers.com/movies/production-company/BDI-Films-Inc
7450,MarVista Entertainment,"$32,705",10,"$33,394",https://www.the-numbers.com/movies/production-company/MarVista-Entertainment
7451,Naked Edge Films,"$32,685",6,"$32,685",https://www.the-numbers.com/movies/production-company/Naked-Edge-Films
7452,Tappelluft Pictures,"$32,617",1,"$32,617",https://www.the-numbers.com/movies/production-company/Tappelluft-Pictures
7453,Eikeland & Haug,"$32,617",1,"$32,617",https://www.the-numbers.com/movies/production-company/Eikeland-and-Haug
7454,Ike No Koi,"$32,608",1,"$32,608",https://www.the-numbers.com/movies/production-company/Ike-No-Koi
7455,Das Kleine Fernsehspiel,"$32,541",4,"$112,029",https://www.the-numbers.com/movies/production-company/Kleine-Fernsehspiel-Das
7456,13 Films,"$32,452",8,"$730,386",https://www.the-numbers.com/movies/production-company/13-Films
7457,Corrado-Mooncoin Media,"$32,452",1,"$32,452",https://www.the-numbers.com/movies/production-company/Corrado-Mooncoin-Media
7458,Jungle Book Entertainment,"$32,303",2,"$312,182",https://www.the-numbers.com/movies/production-company/Jungle-Book-Entertainment
7459,Wild League Productions,"$32,259",1,"$32,259",https://www.the-numbers.com/movies/production-company/Wild-League-Productions
7460,La Costa Productions,"$32,259",1,"$32,259",https://www.the-numbers.com/movies/production-company/La-Costa-Productions
7461,Blitz Films,"$32,259",1,"$32,259",https://www.the-numbers.com/movies/production-company/Blitz-Films
7462,Playa,"$32,251",1,"$437,089",https://www.the-numbers.com/movies/production-company/Playa
7463,Toonz Entertainment,"$32,188",1,"$662,188",https://www.the-numbers.com/movies/production-company/Toonz-Entertainment
7464,Maretazo Cine,"$32,127",1,"$32,127",https://www.the-numbers.com/movies/production-company/Maretazo-Cine
7465,Filmland Internacional,"$32,124",1,"$35,763",https://www.the-numbers.com/movies/production-company/Filmland-Internacional
7466,MU Productions,"$32,016",1,"$32,016",https://www.the-numbers.com/movies/production-company/MU-Productions
7467,Riofilme,"$31,982",1,"$31,982",https://www.the-numbers.com/movies/production-company/Riofilme
7468,O Boticario,"$31,982",1,"$31,982",https://www.the-numbers.com/movies/production-company/O-Boticario
7469,BossaNovaFilms,"$31,982",1,"$31,982",https://www.the-numbers.com/movies/production-company/BossaNovaFilms
7470,Ever So Close,"$31,982",1,"$31,982",https://www.the-numbers.com/movies/production-company/Ever-So-Close
7471,Conspiracao Filmes,"$31,982",1,"$31,982",https://www.the-numbers.com/movies/production-company/Conspiracao-Filmes
7472,Americas Films Conservancy,"$31,982",1,"$31,982",https://www.the-numbers.com/movies/production-company/Americas-Films-Conservancy
7473,Empyrean Pictures,"$31,982",1,"$31,982",https://www.the-numbers.com/movies/production-company/Empyrean-Pictures
7474,Compass Entertainment,"$31,900",3,"$82,282",https://www.the-numbers.com/movies/production-company/Compass-Entertainment
7475,Epic Match Media,"$31,900",1,"$82,282",https://www.the-numbers.com/movies/production-company/Epic-Match-Media
7476,Five by Eight,"$31,848",2,"$31,848",https://www.the-numbers.com/movies/production-company/Five-by-Eight
7477,Berkeley Film,"$31,736",1,"$31,736",https://www.the-numbers.com/movies/production-company/Berkeley-Film
7478,Gaudete Films,"$31,588",1,"$31,588",https://www.the-numbers.com/movies/production-company/Gaudete-Films
7479,Iris Films,"$31,557",2,"$205,205",https://www.the-numbers.com/movies/production-company/Iris-Films
7480,Silvio Clementelli,"$31,539",1,"$31,539",https://www.the-numbers.com/movies/production-company/Silvio-Clementelli
7481,"Dream Dance Films, LLC","$31,478",1,"$31,478",https://www.the-numbers.com/movies/production-company/Dream-Dance-Films-LLC
7482,Russia 1 TV Channel,"$31,443",1,"$41,038",https://www.the-numbers.com/movies/production-company/Russia-1-TV-Channel
7483,Studio Server,"$31,443",1,"$41,038",https://www.the-numbers.com/movies/production-company/Studio-Server
7484,Asmik Ace Entertainment Ltd,"$31,406",3,"$31,406",https://www.the-numbers.com/movies/production-company/Asmik-Ace-Entertainment-Ltd
7485,Red Thread Productions,"$31,399",2,"$31,399",https://www.the-numbers.com/movies/production-company/Red-Thread-Productions
7486,Standing Room Only Cinema,"$31,252",1,"$89,519",https://www.the-numbers.com/movies/production-company/Standing-Room-Only-Cinema
7487,Argot Pictures,"$31,249",3,"$31,249",https://www.the-numbers.com/movies/production-company/Argot-Pictures
7488,Beth Harrington Productions,"$31,249",1,"$31,249",https://www.the-numbers.com/movies/production-company/Beth-Harrington-Productions
7489,Good Fortune Films,"$31,177",2,"$172,199",https://www.the-numbers.com/movies/production-company/Good-Fortune-Films
7490,Urban Factory,"$31,177",1,"$35,714",https://www.the-numbers.com/movies/production-company/Urban-Factory
7491,Mary Murphy & Co,"$31,135",1,"$31,135",https://www.the-numbers.com/movies/production-company/Mary-Murphy-and-Co
7492,Resolute Films and Entertainment,"$31,133",4,"$306,242",https://www.the-numbers.com/movies/production-company/Resolute-Films-and-Entertainment
7493,Kinosmith,"$31,133",2,"$76,390",https://www.the-numbers.com/movies/production-company/Kinosmith
7494,3 Legged Dog Films,"$31,133",2,"$76,390",https://www.the-numbers.com/movies/production-company/3-Legged-Dog-Films
7495,GMMG Films,"$31,100",1,"$31,100",https://www.the-numbers.com/movies/production-company/GMMG-Films
7496,Bernard/Scura Prods,"$31,056",1,"$31,056",https://www.the-numbers.com/movies/production-company/Bernard-Scura-Prods
7497,Historia,"$31,053",3,"$31,053",https://www.the-numbers.com/movies/production-company/Historia
7498,Guns and Fame,"$31,031",1,"$31,031",https://www.the-numbers.com/movies/production-company/Guns-and-Fame
7499,Them Gold Wolves,"$31,031",1,"$31,031",https://www.the-numbers.com/movies/production-company/Them-Gold-Wolves
7500,Helicotronc ,"$30,989",1,"$50,743",https://www.the-numbers.com/movies/production-company/Helicotronc
7501,Blue Monday Productions,"$30,989",1,"$50,743",https://www.the-numbers.com/movies/production-company/Blue-Monday-Productions
7502,LSL Prods,"$30,975",1,"$30,975",https://www.the-numbers.com/movies/production-company/LSL-Prods
7503,Dot Dot Dot Productions,"$30,905",2,"$30,905",https://www.the-numbers.com/movies/production-company/Dot-Dot-Dot-Productions
7504,Stardust Pictures,"$30,905",2,"$30,905",https://www.the-numbers.com/movies/production-company/Stardust-Pictures
7505,Hunan Highland Culture Media Venture Partnership,"$30,830",1,"$20,016,042",https://www.the-numbers.com/movies/production-company/Hunan-Highland-Culture-Media-Venture-Partnership
7506,Not That Kind of Movie Productions,"$30,796",1,"$30,796",https://www.the-numbers.com/movies/production-company/Not-That-Kind-of-Movie-Productions
7507,Studio Urania,"$30,757",3,"$3,298,113",https://www.the-numbers.com/movies/production-company/Studio-Urania
7508,Dublin Films,"$30,757",1,"$183,500",https://www.the-numbers.com/movies/production-company/Dublin-Films
7509,AngelFine Productions,"$30,743",1,"$160,031",https://www.the-numbers.com/movies/production-company/AngelFine-Productions
7510,H.W. Buffalo & Co,"$30,743",1,"$160,031",https://www.the-numbers.com/movies/production-company/H-W-Buffalo-and-Co
7511,Far Films,"$30,743",1,"$160,031",https://www.the-numbers.com/movies/production-company/Far-Films
7512,APO Anak Productions,"$30,662",1,"$30,662",https://www.the-numbers.com/movies/production-company/APO-Anak-Productions
7513,MMC Joule Films,"$30,655",2,"$84,214",https://www.the-numbers.com/movies/production-company/MMC-Joule-Films
7514,NFC,"$30,600",1,"$30,600",https://www.the-numbers.com/movies/production-company/NFC
7515,Film Factory,"$30,588",3,"$43,578",https://www.the-numbers.com/movies/production-company/Film-Factory
7516,TSF,"$30,588",1,"$38,762",https://www.the-numbers.com/movies/production-company/TSF
7517,En Haut des Marches,"$30,588",1,"$38,762",https://www.the-numbers.com/movies/production-company/En-Haut-des-Marches
7518,Coffee and Films,"$30,588",1,"$38,762",https://www.the-numbers.com/movies/production-company/Coffee-and-Films
7519,Palatine Etoile 15,"$30,584",1,"$1,631,910",https://www.the-numbers.com/movies/production-company/Palatine-Etoile-15
7520,La Region Bretagne,"$30,584",1,"$1,631,910",https://www.the-numbers.com/movies/production-company/La-Region-Bretagne
7521,Cinemage 12,"$30,584",1,"$1,631,910",https://www.the-numbers.com/movies/production-company/Cinemage-12
7522,New Artists Alliance,"$30,583",6,"$30,974",https://www.the-numbers.com/movies/production-company/New-Artists-Alliance
7523,Sentinel Pictures,"$30,566",1,"$30,566",https://www.the-numbers.com/movies/production-company/Sentinel-Pictures
7524,Hello Please,"$30,508",2,"$65,629",https://www.the-numbers.com/movies/production-company/Hello-Please
7525,Steelyard Pictures,"$30,444",2,"$30,444",https://www.the-numbers.com/movies/production-company/Steelyard-Pictures
7526,ABC Documentaries,"$30,444",1,"$30,444",https://www.the-numbers.com/movies/production-company/ABC-Documentaries
